-0.053469937	-0.0917079	0.2865651	0.1357274	0.04579343	-0.09139954	0.008302129	0.026067607	-0.047607884	-0.08109436	-0.024772584	0.050884068	0.055577252	0.02383958	0.036909778	-0.054058585
0.0155366855	-0.08807991	0.36274713	0.14179027	0.14802909	0.024355782	-0.113264166	-0.07060847	-0.12516557	-0.12067871	-0.077864215	0.0771721	0.114504725	-0.065844044	-0.09807828	-0.104885206
-0.03607851	-0.20759147	0.5846399	0.28292954	0.13162154	0.03612934	-0.1650958	-0.1343059	-0.23792458	-0.15713975	-0.041986134	0.15749145	0.18746372	-0.026302109	-0.091931395	-0.11906009
-0.22985382	0.5424405	0.025995083	-0.45896262	-0.42353114	-0.1759048	0.4868114	0.35071072	0.62051725	0.39161035	0.40006045	-0.5009033	-0.47539225	0.3365154	0.29692915	0.31868592
-0.044114392	0.039988942	0.23116563	0.08132979	-0.029062347	0.0216461	0.042978033	0.0011045188	0.0399936	-0.027475374	0.07729843	-0.03007145	-0.037538465	0.010187341	0.021481724	-0.018623536
0.04616067	-0.042818654	0.028516283	0.08268503	0.045692183	0.051557917	-0.06496447	-0.11607979	-0.073434435	-0.10343535	-0.044227183	0.02095621	0.016307386	-0.03454623	-0.01291659	-0.06866543
-0.24959531	0.5471685	0.1819264	-0.45026678	-0.44368374	-0.25071734	0.44811857	0.36228806	0.5696036	0.3253037	0.48474178	-0.4930974	-0.49300724	0.34077683	0.30019554	0.3641253
0.04497874	-0.015255675	0.22436166	0.1652796	0.020209117	0.103432596	-0.07884598	-0.05808413	-0.060743984	-0.09156531	-0.027942881	0.040189646	0.0584072	-0.000782131	-0.044224013	-0.076717824
-0.17796727	0.44344607	0.078564495	-0.39073342	-0.31556824	-0.19208375	0.44271764	0.2967708	0.5498453	0.3320281	0.33545968	-0.36345038	-0.47386226	0.35513908	0.31780794	0.27285114
0.020449447	-0.043095537	0.037672054	-0.013806517	0.03478745	-0.11902148	-0.015090178	0.0036522655	-0.0020404097	-0.0008945447	-0.0034475653	-0.019957168	0.059860747	-0.014727045	-0.034364093	0.0060921493
-0.2524667	0.5478342	0.090103626	-0.46337748	-0.4631815	-0.20941368	0.45726004	0.3054568	0.613561	0.32468846	0.43144965	-0.42347887	-0.5427454	0.3573605	0.34037754	0.32001236
-0.029227244	-0.14204644	0.26453903	0.21472028	0.10713627	0.023191905	-0.0964762	-0.10130597	-0.21185108	-0.113887094	-0.11798576	0.039479062	0.1758981	0.006973583	-0.0710537	-0.08533204
-0.14955209	0.2820668	0.0295308	-0.20630229	-0.24584301	-0.10195301	0.26188904	0.1831631	0.37133384	0.13411856	0.25485718	-0.25644025	-0.26932508	0.1406938	0.1187174	0.20074852
0.17555562	-0.45056894	0.34716406	0.40456584	0.29694036	0.16597354	-0.3185035	-0.26294607	-0.48379442	-0.37432066	-0.2924645	0.37418145	0.4645641	-0.2769152	-0.2846269	-0.29479226
0.007802453	-0.03246171	0.22447744	0.038448874	0.072012104	0.05445018	-0.027959341	0.009680654	0.014181131	-0.08507431	0.013472837	0.058746632	0.009052798	-0.00142291	0.010794087	-0.01522119
0.017671645	0.02855787	0.1777235	-0.028648373	-0.019746851	0.0134176565	-0.030463325	0.051241253	-0.033628948	0.03163362	0.04636039	-0.0070660445	0.038800463	0.04558344	-0.012230943	-0.01776985
0.015187352	-0.034502532	0.019610466	0.06951145	0.10402477	0.06212056	-0.071613126	-0.11237735	-0.07727286	-0.059120074	-0.041853283	0.033584617	0.09289394	-0.013065369	-0.08995479	-0.06147242
0.06733018	0.1478065	-0.10033354	-0.05654163	-0.04032159	0.14925942	0.066139296	-0.037403807	0.13843428	-0.0788852	0.06763342	-0.11114014	-0.10790711	0.018128544	0.01613114	-0.025149968
-0.067209594	-0.09872332	0.2708249	0.044966273	0.012158575	-0.097007886	0.035064626	0.06987475	-0.09575739	0.0027796223	0.023399578	0.008505183	0.07742483	0.07398169	0.019047888	-0.009927406
-0.16134952	0.2933865	0.0019114192	-0.31002435	-0.25206113	-0.15915273	0.3041351	0.27996752	0.38833043	0.18735673	0.24067621	-0.23069699	-0.3174179	0.20680241	0.21781737	0.19212876
-0.10712404	0.113939196	0.06360327	-0.07865457	-0.080251984	-0.17215511	0.060961396	0.117377356	0.05420097	0.091893844	0.041339803	-0.06900722	-0.0843226	0.13478434	0.07220776	0.06185618
0.027992055	-0.05511139	0.22832513	0.075458206	0.009423506	-0.020483848	-0.009711473	-0.030310279	0.032254886	-0.018369265	0.056896042	-0.046126135	0.03676941	0.067757666	0.026283028	-0.06672722
-0.006023504	-0.07458389	0.22763099	0.0972375	0.08090539	0.0015128539	-0.08970446	-0.03247251	-0.110594355	-0.09682537	-0.0973238	0.05811406	0.0659874	-0.0050502513	-0.03162506	-0.03230286
-0.08310414	-0.086376235	0.4291135	0.039180968	0.012563688	-0.08434529	0.016593903	0.037974596	-0.109409	-0.051875327	-0.0113218725	-0.022945536	0.024813544	0.055304796	-0.0009872651	0.008261112
-0.05435529	0.007489455	0.1681018	-0.029225413	-0.009078169	0.013809166	0.02968659	0.08181642	0.012307601	-0.03334409	0.08048471	-0.059125092	-0.083695665	0.106442146	0.03150578	0.024062658
-0.29558066	0.43065602	0.2641682	-0.3274134	-0.3499078	-0.18649866	0.3621847	0.286046	0.436069	0.3041645	0.38491312	-0.38473266	-0.40669632	0.3825652	0.3676994	0.3124574
-0.051775023	0.06577218	0.19790149	-0.060225405	-0.07700201	-0.036381096	0.012502275	0.10027288	-0.017495671	0.09063582	0.09218876	-0.07303175	0.01094977	0.063722305	0.10605344	0.051134236
0.12796564	-0.108096294	-0.0053182608	0.12736572	0.10019636	0.040722035	-0.14923537	-0.083561376	-0.16452605	-0.112502545	-0.14954595	0.07976777	0.090294205	-0.052153032	-0.10170985	-0.15840454
0.20283812	-0.19748937	-0.11493545	0.25060993	0.22001557	0.18919031	-0.24792978	-0.17884299	-0.26333746	-0.19778806	-0.17376094	0.23822576	0.23802592	-0.18874584	-0.21175683	-0.20251514
-0.21295664	0.4096315	0.057225034	-0.32679948	-0.27029577	-0.15060353	0.3481589	0.29795808	0.37240726	0.27693373	0.32466975	-0.28409556	-0.3904921	0.2567811	0.2758597	0.23164476
-0.30057454	0.5094312	0.17684512	-0.38189435	-0.36976215	-0.30732402	0.46686283	0.38287443	0.48045185	0.32383835	0.40165234	-0.4422066	-0.51043034	0.35129714	0.35127825	0.38687626
-0.028400999	0.08947452	-0.051317755	-0.10622002	-0.03129104	0.0395401	0.05743378	0.034069795	0.06831783	0.035394333	0.06415417	-0.12035397	-0.12484778	0.02250422	0.004192005	0.05142688
-0.26666403	0.38180837	0.19490059	-0.37912622	-0.33882958	-0.39780122	0.37649527	0.37896734	0.42900762	0.36597675	0.32316303	-0.39240563	-0.40876564	0.3141514	0.39625016	0.40165257
0.04004328	-0.083464175	-0.18618506	0.10069074	0.03104523	-0.0031331775	-0.11113829	-0.087482914	-0.078885145	-0.09400921	-0.056792844	0.097326435	0.059245482	-0.07015479	-0.06332361	-0.057535674
-0.02485746	-0.18352489	0.4021719	0.16576561	0.1010504	0.10235739	-0.07567572	-0.07253537	-0.1993671	-0.11582427	-0.035986796	0.1172486	0.13946618	-0.009703296	-0.12418376	-0.0626331
-0.108191125	0.12595756	0.11298153	-0.099264815	-0.037663125	-0.0025537575	0.120606914	0.10670633	0.08316869	0.08372305	0.06258657	-0.04993178	-0.07749649	0.13559145	0.09373235	0.055434793
-0.055629674	0.05703993	0.28953287	-0.0519221	-0.08742718	-0.099629216	0.048629556	0.03666767	0.091015644	0.04654659	0.08833344	-0.095852226	-0.097403	0.03886609	0.07322585	0.02761484
0.025806138	-0.05078814	0.1972946	0.08337107	0.031138994	0.024741482	-0.11619105	-0.057830416	-0.09135605	-0.1029539	-0.06681014	0.029983502	0.14721538	-0.067090005	-0.015468368	-0.03310062
0.11248235	-0.29157695	0.14836118	0.22344723	0.2148986	0.18509877	-0.25219372	-0.20585929	-0.29503617	-0.15782207	-0.20797296	0.21056256	0.21953551	-0.17825288	-0.24967013	-0.25819522
